index,model,ground_truth,transcript,ground_truth_norm,transcript_norm,wer_norm,audio_duration_s,processing_time_s,rtf,token_count,has_native_timestamp,word_timestamps,error
44,iflytek,"Đó là các anh chị hãy tạm đừng xem như đây là một cái khóa học theo kiểu bình thường, mà hãy xem như nó là một cái hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng 6 tháng tới.", Đó là các anh chị hãy tạm đừng xem như đây là 1 cái khóa học theo kiểu bình thường mà hãy xem như nó là 1 cái hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng 6 tháng tới.,đó là các anh chị hãy tạm đừng xem như đây là một cái khóa học theo kiểu bình thường mà hãy xem như nó là một cái hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng 6 tháng tới,đó là các anh chị hãy tạm đừng xem như đây là 1 cái khóa học theo kiểu bình thường mà hãy xem như nó là 1 cái hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng 6 tháng tới,0.044,11.349,2.413,0.213,46,False,"[{""word"": "" Đó"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.15873193473193475}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 0.15873193473193475, ""est_end"": 0.3174638694638695}, {""word"": "" các"", ""wb"": null, ""we"": null, ""est_start"": 0.3174638694638695, ""est_end"": 0.5555617715617717}, {""word"": "" anh"", ""wb"": null, ""we"": null, ""est_start"": 0.5555617715617717, ""est_end"": 0.7936596736596738}, {""word"": "" chị"", ""wb"": null, ""we"": null, ""est_start"": 0.7936596736596738, ""est_end"": 1.0317575757575759}, {""word"": "" hãy"", ""wb"": null, ""we"": null, ""est_start"": 1.0317575757575759, ""est_end"": 1.269855477855478}, {""word"": "" tạm"", ""wb"": null, ""we"": null, ""est_start"": 1.269855477855478, ""est_end"": 1.5079533799533802}, {""word"": "" đừng"", ""wb"": null, ""we"": null, ""est_start"": 1.5079533799533802, ""est_end"": 1.8254172494172498}, {""word"": "" xem"", ""wb"": null, ""we"": null, ""est_start"": 1.8254172494172498, ""est_end"": 2.0635151515151517}, {""word"": "" như"", ""wb"": null, ""we"": null, ""est_start"": 2.0635151515151517, ""est_end"": 2.3016130536130537}, {""word"": "" đây"", ""wb"": null, ""we"": null, ""est_start"": 2.3016130536130537, ""est_end"": 2.5397109557109556}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 2.5397109557109556, ""est_end"": 2.6984428904428905}, {""word"": "" 1"", ""wb"": null, ""we"": null, ""est_start"": 2.6984428904428905, ""est_end"": 2.777808857808858}, {""word"": "" cái"", ""wb"": null, ""we"": null, ""est_start"": 2.777808857808858, ""est_end"": 3.01590675990676}, {""word"": "" khóa"", ""wb"": null, ""we"": null, ""est_start"": 3.01590675990676, ""est_end"": 3.3333706293706293}, {""word"": "" học"", ""wb"": null, ""we"": null, ""est_start"": 3.3333706293706293, ""est_end"": 3.5714685314685313}, {""word"": "" theo"", ""wb"": null, ""we"": null, ""est_start"": 3.5714685314685313, ""est_end"": 3.8889324009324007}, {""word"": "" kiểu"", ""wb"": null, ""we"": null, ""est_start"": 3.8889324009324007, ""est_end"": 4.2063962703962705}, {""word"": "" bình"", ""wb"": null, ""we"": null, ""est_start"": 4.2063962703962705, ""est_end"": 4.52386013986014}, {""word"": "" thường"", ""wb"": null, ""we"": null, ""est_start"": 4.52386013986014, ""est_end"": 5.000055944055944}, {""word"": "" mà"", ""wb"": null, ""we"": null, ""est_start"": 5.000055944055944, ""est_end"": 5.158787878787879}, {""word"": "" hãy"", ""wb"": null, ""we"": null, ""est_start"": 5.158787878787879, ""est_end"": 5.396885780885781}, {""word"": "" xem"", ""wb"": null, ""we"": null, ""est_start"": 5.396885780885781, ""est_end"": 5.634983682983683}, {""word"": "" như"", ""wb"": null, ""we"": null, ""est_start"": 5.634983682983683, ""est_end"": 5.873081585081585}, {""word"": "" nó"", ""wb"": null, ""we"": null, ""est_start"": 5.873081585081585, ""est_end"": 6.03181351981352}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 6.03181351981352, ""est_end"": 6.190545454545455}, {""word"": "" 1"", ""wb"": null, ""we"": null, ""est_start"": 6.190545454545455, ""est_end"": 6.269911421911422}, {""word"": "" cái"", ""wb"": null, ""we"": null, ""est_start"": 6.269911421911422, ""est_end"": 6.508009324009324}, {""word"": "" hành"", ""wb"": null, ""we"": null, ""est_start"": 6.508009324009324, ""est_end"": 6.825473193473194}, {""word"": "" trình"", ""wb"": null, ""we"": null, ""est_start"": 6.825473193473194, ""est_end"": 7.2223030303030304}, {""word"": "" mà"", ""wb"": null, ""we"": null, ""est_start"": 7.2223030303030304, ""est_end"": 7.381034965034965}, {""word"": "" tôi"", ""wb"": null, ""we"": null, ""est_start"": 7.381034965034965, ""est_end"": 7.619132867132867}, {""word"": "" sẽ"", ""wb"": null, ""we"": null, ""est_start"": 7.619132867132867, ""est_end"": 7.777864801864802}, {""word"": "" cùng"", ""wb"": null, ""we"": null, ""est_start"": 7.777864801864802, ""est_end"": 8.095328671328671}, {""word"": "" đồng"", ""wb"": null, ""we"": null, ""est_start"": 8.095328671328671, ""est_end"": 8.412792540792541}, {""word"": "" hành"", ""wb"": null, ""we"": null, ""est_start"": 8.412792540792541, ""est_end"": 8.73025641025641}, {""word"": "" với"", ""wb"": null, ""we"": null, ""est_start"": 8.73025641025641, ""est_end"": 8.968354312354313}, {""word"": "" các"", ""wb"": null, ""we"": null, ""est_start"": 8.968354312354313, ""est_end"": 9.206452214452215}, {""word"": "" anh"", ""wb"": null, ""we"": null, ""est_start"": 9.206452214452215, ""est_end"": 9.444550116550117}, {""word"": "" chị"", ""wb"": null, ""we"": null, ""est_start"": 9.444550116550117, ""est_end"": 9.682648018648019}, {""word"": "" trong"", ""wb"": null, ""we"": null, ""est_start"": 9.682648018648019, ""est_end"": 10.079477855477855}, {""word"": "" khoảng"", ""wb"": null, ""we"": null, ""est_start"": 10.079477855477855, ""est_end"": 10.555673659673658}, {""word"": "" 6"", ""wb"": null, ""we"": null, ""est_start"": 10.555673659673658, ""est_end"": 10.635039627039626}, {""word"": "" tháng"", ""wb"": null, ""we"": null, ""est_start"": 10.635039627039626, ""est_end"": 11.031869463869462}, {""word"": "" tới"", ""wb"": null, ""we"": null, ""est_start"": 11.031869463869462, ""est_end"": 11.269967365967364}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 11.269967365967364, ""est_end"": 11.349333333333332}]",
45,google_v2,Ông ta vì thế tìm cách thương lượng với triều đình Huế nhưng bất thẳng.,ông ta vì thế tìm cách thương lượng với triều đình Huế nhưng bất thành,ông ta vì thế tìm cách thương lượng với triều đình huế nhưng bất thẳng,ông ta vì thế tìm cách thương lượng với triều đình huế nhưng bất thành,0.067,3.243,1.743,0.538,15,True,"[{""word"": ""ông"", ""start"": 0.0, ""end"": 0.5}, {""word"": ""ta"", ""start"": 0.5, ""end"": 0.7}, {""word"": ""vì"", ""start"": 0.7, ""end"": 0.8}, {""word"": ""thế"", ""start"": 0.8, ""end"": 0.9}, {""word"": ""tìm"", ""start"": 0.9, ""end"": 1.1}, {""word"": ""cách"", ""start"": 1.1, ""end"": 1.2}, {""word"": ""thương"", ""start"": 1.2, ""end"": 1.4}, {""word"": ""lượng"", ""start"": 1.4, ""end"": 1.5}, {""word"": ""với"", ""start"": 1.5, ""end"": 1.8}, {""word"": ""triều"", ""start"": 1.8, ""end"": 2.0}, {""word"": ""đình"", ""start"": 2.0, ""end"": 2.1}, {""word"": ""Huế"", ""start"": 2.1, ""end"": 2.2}, {""word"": ""nhưng"", ""start"": 2.2, ""end"": 2.8}, {""word"": ""bất"", ""start"": 2.8, ""end"": 3.0}, {""word"": ""thành"", ""start"": 3.0, ""end"": 3.1}]",
45,iflytek,Ông ta vì thế tìm cách thương lượng với triều đình Huế nhưng bất thẳng., Ông ta vì thế tìm cách thương lượng với triều đình huế nhưng bất thành.,ông ta vì thế tìm cách thương lượng với triều đình huế nhưng bất thẳng,ông ta vì thế tìm cách thương lượng với triều đình huế nhưng bất thành,0.067,3.243,0.866,0.267,16,False,"[{""word"": "" Ông"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.17066666666666666}, {""word"": "" ta"", ""wb"": null, ""we"": null, ""est_start"": 0.17066666666666666, ""est_end"": 0.28444444444444444}, {""word"": "" vì"", ""wb"": null, ""we"": null, ""est_start"": 0.28444444444444444, ""est_end"": 0.3982222222222222}, {""word"": "" thế"", ""wb"": null, ""we"": null, ""est_start"": 0.3982222222222222, ""est_end"": 0.5688888888888889}, {""word"": "" tìm"", ""wb"": null, ""we"": null, ""est_start"": 0.5688888888888889, ""est_end"": 0.7395555555555555}, {""word"": "" cách"", ""wb"": null, ""we"": null, ""est_start"": 0.7395555555555555, ""est_end"": 0.967111111111111}, {""word"": "" thương"", ""wb"": null, ""we"": null, ""est_start"": 0.967111111111111, ""est_end"": 1.3084444444444443}, {""word"": "" lượng"", ""wb"": null, ""we"": null, ""est_start"": 1.3084444444444443, ""est_end"": 1.5928888888888888}, {""word"": "" với"", ""wb"": null, ""we"": null, ""est_start"": 1.5928888888888888, ""est_end"": 1.7635555555555555}, {""word"": "" triều"", ""wb"": null, ""we"": null, ""est_start"": 1.7635555555555555, ""est_end"": 2.048}, {""word"": "" đình"", ""wb"": null, ""we"": null, ""est_start"": 2.048, ""est_end"": 2.2755555555555556}, {""word"": "" huế"", ""wb"": null, ""we"": null, ""est_start"": 2.2755555555555556, ""est_end"": 2.446222222222222}, {""word"": "" nhưng"", ""wb"": null, ""we"": null, ""est_start"": 2.446222222222222, ""est_end"": 2.7306666666666666}, {""word"": "" bất"", ""wb"": null, ""we"": null, ""est_start"": 2.7306666666666666, ""est_end"": 2.901333333333333}, {""word"": "" thành"", ""wb"": null, ""we"": null, ""est_start"": 2.901333333333333, ""est_end"": 3.1857777777777776}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 3.1857777777777776, ""est_end"": 3.2426666666666666}]",
46,google_v2,Để mà nếu mà cấp cho mình thì rủi bên kia khiếu nại sao?,để mà nếu mà cấp cho mình thì rủ bên kia khiếu nại,để mà nếu mà cấp cho mình thì rủi bên kia khiếu nại sao,để mà nếu mà cấp cho mình thì rủ bên kia khiếu nại,0.143,4.096,1.787,0.436,13,True,"[{""word"": ""để"", ""start"": 0.0, ""end"": 0.7}, {""word"": ""mà"", ""start"": 0.7, ""end"": 0.9}, {""word"": ""nếu"", ""start"": 0.9, ""end"": 1.7}, {""word"": ""mà"", ""start"": 1.7, ""end"": 1.9}, {""word"": ""cấp"", ""start"": 1.9, ""end"": 2.3}, {""word"": ""cho"", ""start"": 2.3, ""end"": 2.5}, {""word"": ""mình"", ""start"": 2.5, ""end"": 2.7}, {""word"": ""thì"", ""start"": 2.7, ""end"": 2.9}, {""word"": ""rủ"", ""start"": 2.9, ""end"": 3.1}, {""word"": ""bên"", ""start"": 3.1, ""end"": 3.3}, {""word"": ""kia"", ""start"": 3.3, ""end"": 3.5}, {""word"": ""khiếu"", ""start"": 3.5, ""end"": 3.7}, {""word"": ""nại"", ""start"": 3.7, ""end"": 3.8}]",
46,iflytek,Để mà nếu mà cấp cho mình thì rủi bên kia khiếu nại sao?, Để mà nếu mà cấp cho mình thì rủi bên kia khiếu nại hay sao.,để mà nếu mà cấp cho mình thì rủi bên kia khiếu nại sao,để mà nếu mà cấp cho mình thì rủi bên kia khiếu nại hay sao,0.071,4.096,1.037,0.253,16,False,"[{""word"": "" Để"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.17808695652173914}, {""word"": "" mà"", ""wb"": null, ""we"": null, ""est_start"": 0.17808695652173914, ""est_end"": 0.3561739130434783}, {""word"": "" nếu"", ""wb"": null, ""we"": null, ""est_start"": 0.3561739130434783, ""est_end"": 0.6233043478260869}, {""word"": "" mà"", ""wb"": null, ""we"": null, ""est_start"": 0.6233043478260869, ""est_end"": 0.801391304347826}, {""word"": "" cấp"", ""wb"": null, ""we"": null, ""est_start"": 0.801391304347826, ""est_end"": 1.0685217391304347}, {""word"": "" cho"", ""wb"": null, ""we"": null, ""est_start"": 1.0685217391304347, ""est_end"": 1.3356521739130434}, {""word"": "" mình"", ""wb"": null, ""we"": null, ""est_start"": 1.3356521739130434, ""est_end"": 1.6918260869565216}, {""word"": "" thì"", ""wb"": null, ""we"": null, ""est_start"": 1.6918260869565216, ""est_end"": 1.9589565217391303}, {""word"": "" rủi"", ""wb"": null, ""we"": null, ""est_start"": 1.9589565217391303, ""est_end"": 2.2260869565217387}, {""word"": "" bên"", ""wb"": null, ""we"": null, ""est_start"": 2.2260869565217387, ""est_end"": 2.4932173913043476}, {""word"": "" kia"", ""wb"": null, ""we"": null, ""est_start"": 2.4932173913043476, ""est_end"": 2.7603478260869565}, {""word"": "" khiếu"", ""wb"": null, ""we"": null, ""est_start"": 2.7603478260869565, ""est_end"": 3.2055652173913045}, {""word"": "" nại"", ""wb"": null, ""we"": null, ""est_start"": 3.2055652173913045, ""est_end"": 3.472695652173913}, {""word"": "" hay"", ""wb"": null, ""we"": null, ""est_start"": 3.472695652173913, ""est_end"": 3.739826086956522}, {""word"": "" sao"", ""wb"": null, ""we"": null, ""est_start"": 3.739826086956522, ""est_end"": 4.006956521739131}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 4.006956521739131, ""est_end"": 4.096}]",
47,google_v2,Hãy cùng bắt đầu nhá!,hãy cùng bắt đầu nhé,hãy cùng bắt đầu nhá,hãy cùng bắt đầu nhé,0.2,1.195,1.122,0.939,5,True,"[{""word"": ""hãy"", ""start"": 0.0, ""end"": 0.5}, {""word"": ""cùng"", ""start"": 0.5, ""end"": 0.7}, {""word"": ""bắt"", ""start"": 0.7, ""end"": 0.8}, {""word"": ""đầu"", ""start"": 0.8, ""end"": 0.9}, {""word"": ""nhé"", ""start"": 0.9, ""end"": 1.0}]",
47,iflytek,Hãy cùng bắt đầu nhá!, Hãy cùng bắt đầu nhá.,hãy cùng bắt đầu nhá,hãy cùng bắt đầu nhá,0.0,1.195,0.476,0.398,6,False,"[{""word"": "" Hãy"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.21082352941176474}, {""word"": "" cùng"", ""wb"": null, ""we"": null, ""est_start"": 0.21082352941176474, ""est_end"": 0.491921568627451}, {""word"": "" bắt"", ""wb"": null, ""we"": null, ""est_start"": 0.491921568627451, ""est_end"": 0.7027450980392158}, {""word"": "" đầu"", ""wb"": null, ""we"": null, ""est_start"": 0.7027450980392158, ""est_end"": 0.9135686274509806}, {""word"": "" nhá"", ""wb"": null, ""we"": null, ""est_start"": 0.9135686274509806, ""est_end"": 1.1243921568627453}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 1.1243921568627453, ""est_end"": 1.1946666666666668}]",
48,google_v2,Giờ thổi lửa rồi.,người thổi lửa,giờ thổi lửa rồi,người thổi lửa,0.5,1.024,1.288,1.258,3,True,"[{""word"": ""người"", ""start"": 0.0, ""end"": 0.5}, {""word"": ""thổi"", ""start"": 0.5, ""end"": 0.7}, {""word"": ""lửa"", ""start"": 0.7, ""end"": 0.8}]",
48,iflytek,Giờ thổi lửa rồi., Giờ thổi lửa rồi.,giờ thổi lửa rồi,giờ thổi lửa rồi,0.0,1.024,0.5,0.488,5,False,"[{""word"": "" Giờ"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.21942857142857142}, {""word"": "" thổi"", ""wb"": null, ""we"": null, ""est_start"": 0.21942857142857142, ""est_end"": 0.512}, {""word"": "" lửa"", ""wb"": null, ""we"": null, ""est_start"": 0.512, ""est_end"": 0.7314285714285714}, {""word"": "" rồi"", ""wb"": null, ""we"": null, ""est_start"": 0.7314285714285714, ""est_end"": 0.9508571428571428}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 0.9508571428571428, ""est_end"": 1.024}]",
49,google_v2,Hãy để cho những cơn gió của lòng nhiệt thanh quét qua mình.,hãy để cho những cơn gió của lòng nhiệt thành quét qua mình,hãy để cho những cơn gió của lòng nhiệt thanh quét qua mình,hãy để cho những cơn gió của lòng nhiệt thành quét qua mình,0.077,2.987,1.583,0.53,13,True,"[{""word"": ""hãy"", ""start"": 0.0, ""end"": 0.4}, {""word"": ""để"", ""start"": 0.4, ""end"": 0.6}, {""word"": ""cho"", ""start"": 0.6, ""end"": 0.8}, {""word"": ""những"", ""start"": 0.8, ""end"": 1.0}, {""word"": ""cơn"", ""start"": 1.0, ""end"": 1.3}, {""word"": ""gió"", ""start"": 1.3, ""end"": 1.5}, {""word"": ""của"", ""start"": 1.5, ""end"": 1.8}, {""word"": ""lòng"", ""start"": 1.8, ""end"": 2.0}, {""word"": ""nhiệt"", ""start"": 2.0, ""end"": 2.2}, {""word"": ""thành"", ""start"": 2.2, ""end"": 2.3}, {""word"": ""quét"", ""start"": 2.3, ""end"": 2.6}, {""word"": ""qua"", ""start"": 2.6, ""end"": 2.7}, {""word"": ""mình"", ""start"": 2.7, ""end"": 2.8}]",
49,iflytek,Hãy để cho những cơn gió của lòng nhiệt thanh quét qua mình., Hãy để cho những cơn gió của lòng nhiệt thành quét qua mình.,hãy để cho những cơn gió của lòng nhiệt thanh quét qua mình,hãy để cho những cơn gió của lòng nhiệt thành quét qua mình,0.077,2.987,0.813,0.272,14,False,"[{""word"": "" Hãy"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.18666666666666668}, {""word"": "" để"", ""wb"": null, ""we"": null, ""est_start"": 0.18666666666666668, ""est_end"": 0.3111111111111111}, {""word"": "" cho"", ""wb"": null, ""we"": null, ""est_start"": 0.3111111111111111, ""est_end"": 0.49777777777777776}, {""word"": "" những"", ""wb"": null, ""we"": null, ""est_start"": 0.49777777777777776, ""est_end"": 0.8088888888888889}, {""word"": "" cơn"", ""wb"": null, ""we"": null, ""est_start"": 0.8088888888888889, ""est_end"": 0.9955555555555555}, {""word"": "" gió"", ""wb"": null, ""we"": null, ""est_start"": 0.9955555555555555, ""est_end"": 1.1822222222222223}, {""word"": "" của"", ""wb"": null, ""we"": null, ""est_start"": 1.1822222222222223, ""est_end"": 1.368888888888889}, {""word"": "" lòng"", ""wb"": null, ""we"": null, ""est_start"": 1.368888888888889, ""est_end"": 1.617777777777778}, {""word"": "" nhiệt"", ""wb"": null, ""we"": null, ""est_start"": 1.617777777777778, ""est_end"": 1.928888888888889}, {""word"": "" thành"", ""wb"": null, ""we"": null, ""est_start"": 1.928888888888889, ""est_end"": 2.24}, {""word"": "" quét"", ""wb"": null, ""we"": null, ""est_start"": 2.24, ""est_end"": 2.488888888888889}, {""word"": "" qua"", ""wb"": null, ""we"": null, ""est_start"": 2.488888888888889, ""est_end"": 2.6755555555555555}, {""word"": "" mình"", ""wb"": null, ""we"": null, ""est_start"": 2.6755555555555555, ""est_end"": 2.924444444444444}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 2.924444444444444, ""est_end"": 2.9866666666666664}]",
50,google_v2,Anh ta cũng làm như vậy ở tầng 2 và lên đến nóc nhà.,anh ta cũng làm như vậy ở tầng 2 và lần đến nóc nhà,anh ta cũng làm như vậy ở tầng 2 và lên đến nóc nhà,anh ta cũng làm như vậy ở tầng 2 và lần đến nóc nhà,0.071,3.413,1.704,0.499,14,True,"[{""word"": ""anh"", ""start"": 0.0, ""end"": 0.5}, {""word"": ""ta"", ""start"": 0.5, ""end"": 0.7}, {""word"": ""cũng"", ""start"": 0.7, ""end"": 0.9}, {""word"": ""làm"", ""start"": 0.9, ""end"": 1.0}, {""word"": ""như"", ""start"": 1.0, ""end"": 1.1}, {""word"": ""vậy"", ""start"": 1.1, ""end"": 1.3}, {""word"": ""ở"", ""start"": 1.3, ""end"": 1.5}, {""word"": ""tầng"", ""start"": 1.5, ""end"": 1.8}, {""word"": ""2"", ""start"": 1.8, ""end"": 1.9}, {""word"": ""và"", ""start"": 1.9, ""end"": 2.6}, {""word"": ""lần"", ""start"": 2.6, ""end"": 2.8}, {""word"": ""đến"", ""start"": 2.8, ""end"": 3.0}, {""word"": ""nóc"", ""start"": 3.0, ""end"": 3.3}, {""word"": ""nhà"", ""start"": 3.3, ""end"": 3.3}]",
50,iflytek,Anh ta cũng làm như vậy ở tầng 2 và lên đến nóc nhà., Anh ta cũng làm như vậy ở tầng 2 và lên đến nóc nhà.,anh ta cũng làm như vậy ở tầng 2 và lên đến nóc nhà,anh ta cũng làm như vậy ở tầng 2 và lên đến nóc nhà,0.0,3.413,0.935,0.274,15,False,"[{""word"": "" Anh"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.2625641025641026}, {""word"": "" ta"", ""wb"": null, ""we"": null, ""est_start"": 0.2625641025641026, ""est_end"": 0.43760683760683766}, {""word"": "" cũng"", ""wb"": null, ""we"": null, ""est_start"": 0.43760683760683766, ""est_end"": 0.7876923076923077}, {""word"": "" làm"", ""wb"": null, ""we"": null, ""est_start"": 0.7876923076923077, ""est_end"": 1.0502564102564103}, {""word"": "" như"", ""wb"": null, ""we"": null, ""est_start"": 1.0502564102564103, ""est_end"": 1.3128205128205128}, {""word"": "" vậy"", ""wb"": null, ""we"": null, ""est_start"": 1.3128205128205128, ""est_end"": 1.5753846153846154}, {""word"": "" ở"", ""wb"": null, ""we"": null, ""est_start"": 1.5753846153846154, ""est_end"": 1.662905982905983}, {""word"": "" tầng"", ""wb"": null, ""we"": null, ""est_start"": 1.662905982905983, ""est_end"": 2.0129914529914528}, {""word"": "" 2"", ""wb"": null, ""we"": null, ""est_start"": 2.0129914529914528, ""est_end"": 2.1005128205128205}, {""word"": "" và"", ""wb"": null, ""we"": null, ""est_start"": 2.1005128205128205, ""est_end"": 2.2755555555555556}, {""word"": "" lên"", ""wb"": null, ""we"": null, ""est_start"": 2.2755555555555556, ""est_end"": 2.5381196581196583}, {""word"": "" đến"", ""wb"": null, ""we"": null, ""est_start"": 2.5381196581196583, ""est_end"": 2.800683760683761}, {""word"": "" nóc"", ""wb"": null, ""we"": null, ""est_start"": 2.800683760683761, ""est_end"": 3.063247863247864}, {""word"": "" nhà"", ""wb"": null, ""we"": null, ""est_start"": 3.063247863247864, ""est_end"": 3.3258119658119667}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 3.3258119658119667, ""est_end"": 3.413333333333334}]",
51,google_v2,Bước đầu tiên là chữ cái ai.,bước đầu tiên là chữ cái ai,bước đầu tiên là chữ cái ai,bước đầu tiên là chữ cái ai,0.0,1.877,0.629,0.335,7,True,"[{""word"": ""bước"", ""start"": 0.0, ""end"": 0.5}, {""word"": ""đầu"", ""start"": 0.5, ""end"": 0.7}, {""word"": ""tiên"", ""start"": 0.7, ""end"": 0.8}, {""word"": ""là"", ""start"": 0.8, ""end"": 1.1}, {""word"": ""chữ"", ""start"": 1.1, ""end"": 1.5}, {""word"": ""cái"", ""start"": 1.5, ""end"": 1.6}, {""word"": ""ai"", ""start"": 1.6, ""end"": 1.6}]",
51,iflytek,Bước đầu tiên là chữ cái ai., Bước đầu tiên là chữ cái ai.,bước đầu tiên là chữ cái ai,bước đầu tiên là chữ cái ai,0.0,1.877,0.612,0.326,8,False,"[{""word"": "" Bước"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.3413333333333333}, {""word"": "" đầu"", ""wb"": null, ""we"": null, ""est_start"": 0.3413333333333333, ""est_end"": 0.5973333333333333}, {""word"": "" tiên"", ""wb"": null, ""we"": null, ""est_start"": 0.5973333333333333, ""est_end"": 0.9386666666666665}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 0.9386666666666665, ""est_end"": 1.1093333333333333}, {""word"": "" chữ"", ""wb"": null, ""we"": null, ""est_start"": 1.1093333333333333, ""est_end"": 1.3653333333333333}, {""word"": "" cái"", ""wb"": null, ""we"": null, ""est_start"": 1.3653333333333333, ""est_end"": 1.6213333333333333}, {""word"": "" ai"", ""wb"": null, ""we"": null, ""est_start"": 1.6213333333333333, ""est_end"": 1.792}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 1.792, ""est_end"": 1.8773333333333333}]",
52,google_v2,"Nếu anh không làm như thế này, thì em sẽ như thế này như thế kia.",Nếu anh không làm như thế này thì em sẽ như thế này như thế kia,nếu anh không làm như thế này thì em sẽ như thế này như thế kia,nếu anh không làm như thế này thì em sẽ như thế này như thế kia,0.0,3.328,1.924,0.578,16,True,"[{""word"": ""Nếu"", ""start"": 0.0, ""end"": 0.4}, {""word"": ""anh"", ""start"": 0.4, ""end"": 0.6}, {""word"": ""không"", ""start"": 0.6, ""end"": 0.7}, {""word"": ""làm"", ""start"": 0.7, ""end"": 0.9}, {""word"": ""như"", ""start"": 0.9, ""end"": 1.0}, {""word"": ""thế"", ""start"": 1.0, ""end"": 1.1}, {""word"": ""này"", ""start"": 1.1, ""end"": 1.2}, {""word"": ""thì"", ""start"": 1.2, ""end"": 1.8}, {""word"": ""em"", ""start"": 1.8, ""end"": 1.9}, {""word"": ""sẽ"", ""start"": 1.9, ""end"": 2.2}, {""word"": ""như"", ""start"": 2.2, ""end"": 2.3}, {""word"": ""thế"", ""start"": 2.3, ""end"": 2.3}, {""word"": ""này"", ""start"": 2.3, ""end"": 2.5}, {""word"": ""như"", ""start"": 2.5, ""end"": 2.9}, {""word"": ""thế"", ""start"": 2.9, ""end"": 3.0}, {""word"": ""kia"", ""start"": 3.0, ""end"": 3.1}]",
