index,audio_duration_s,processing_time_s,rtf,wer,ground_truth,iflytek_transcription,ground_truth_norm,iflytek_transcription_norm,token_count,has_native_timestamp,tokens,error
10,4.523,1.213,0.268,0.0,"Đại tá Trần Đình Hưng, Phó Chỉ huy trưởng, Tham mưu trưởng, Bộ Chỉ huy quân sự tỉnh.", Đại tá trần đình hưng phó chỉ huy trưởng tham mưu trưởng bộ chỉ huy quân sự tỉnh.,đại tá trần đình hưng phó chỉ huy trưởng tham mưu trưởng bộ chỉ huy quân sự tỉnh,đại tá trần đình hưng phó chỉ huy trưởng tham mưu trưởng bộ chỉ huy quân sự tỉnh,19,False,"[{""word"": "" Đại"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.21200000000000002}, {""word"": "" tá"", ""wb"": null, ""we"": null, ""est_start"": 0.21200000000000002, ""est_end"": 0.3533333333333334}, {""word"": "" trần"", ""wb"": null, ""we"": null, ""est_start"": 0.3533333333333334, ""est_end"": 0.6360000000000001}, {""word"": "" đình"", ""wb"": null, ""we"": null, ""est_start"": 0.6360000000000001, ""est_end"": 0.9186666666666667}, {""word"": "" hưng"", ""wb"": null, ""we"": null, ""est_start"": 0.9186666666666667, ""est_end"": 1.2013333333333334}, {""word"": "" phó"", ""wb"": null, ""we"": null, ""est_start"": 1.2013333333333334, ""est_end"": 1.4133333333333333}, {""word"": "" chỉ"", ""wb"": null, ""we"": null, ""est_start"": 1.4133333333333333, ""est_end"": 1.6253333333333333}, {""word"": "" huy"", ""wb"": null, ""we"": null, ""est_start"": 1.6253333333333333, ""est_end"": 1.8373333333333333}, {""word"": "" trưởng"", ""wb"": null, ""we"": null, ""est_start"": 1.8373333333333333, ""est_end"": 2.2613333333333334}, {""word"": "" tham"", ""wb"": null, ""we"": null, ""est_start"": 2.2613333333333334, ""est_end"": 2.544}, {""word"": "" mưu"", ""wb"": null, ""we"": null, ""est_start"": 2.544, ""est_end"": 2.7560000000000002}, {""word"": "" trưởng"", ""wb"": null, ""we"": null, ""est_start"": 2.7560000000000002, ""est_end"": 3.18}, {""word"": "" bộ"", ""wb"": null, ""we"": null, ""est_start"": 3.18, ""est_end"": 3.3213333333333335}, {""word"": "" chỉ"", ""wb"": null, ""we"": null, ""est_start"": 3.3213333333333335, ""est_end"": 3.5333333333333337}, {""word"": "" huy"", ""wb"": null, ""we"": null, ""est_start"": 3.5333333333333337, ""est_end"": 3.745333333333334}, {""word"": "" quân"", ""wb"": null, ""we"": null, ""est_start"": 3.745333333333334, ""est_end"": 4.0280000000000005}, {""word"": "" sự"", ""wb"": null, ""we"": null, ""est_start"": 4.0280000000000005, ""est_end"": 4.169333333333334}, {""word"": "" tỉnh"", ""wb"": null, ""we"": null, ""est_start"": 4.169333333333334, ""est_end"": 4.452000000000001}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 4.452000000000001, ""est_end"": 4.522666666666668}]",
11,7.595,1.703,0.224,0.259,"Trong bầu không khí náo nhiệt của giảp hát, hùng thủ rút khẩu súng ra, ông Derringer 44 ly, dí sát đầu tổng thống mà ná đạn."," Trong bầu không khí náo, nhiệt của rạp hát hung thủ rút khẩu súng daringer 44 ly dí sát đầu tổng thống mà đã đạt.",trong bầu không khí náo nhiệt của giảp hát hùng thủ rút khẩu súng ra ông derringer 44 ly dí sát đầu tổng thống mà ná đạn,trong bầu không khí náo nhiệt của rạp hát hung thủ rút khẩu súng daringer 44 ly dí sát đầu tổng thống mà đã đạt,27,False,"[{""word"": "" Trong"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.4266666666666667}, {""word"": "" bầu"", ""wb"": null, ""we"": null, ""est_start"": 0.4266666666666667, ""est_end"": 0.6826666666666668}, {""word"": "" không"", ""wb"": null, ""we"": null, ""est_start"": 0.6826666666666668, ""est_end"": 1.1093333333333335}, {""word"": "" khí"", ""wb"": null, ""we"": null, ""est_start"": 1.1093333333333335, ""est_end"": 1.3653333333333335}, {""word"": "" náo"", ""wb"": null, ""we"": null, ""est_start"": 1.3653333333333335, ""est_end"": 1.6213333333333335}, {""word"": "","", ""wb"": null, ""we"": null, ""est_start"": 1.6213333333333335, ""est_end"": 1.7066666666666668}, {""word"": "" nhiệt"", ""wb"": null, ""we"": null, ""est_start"": 1.7066666666666668, ""est_end"": 2.1333333333333333}, {""word"": "" của"", ""wb"": null, ""we"": null, ""est_start"": 2.1333333333333333, ""est_end"": 2.389333333333333}, {""word"": "" rạp"", ""wb"": null, ""we"": null, ""est_start"": 2.389333333333333, ""est_end"": 2.6453333333333333}, {""word"": "" hát"", ""wb"": null, ""we"": null, ""est_start"": 2.6453333333333333, ""est_end"": 2.9013333333333335}, {""word"": "" hung"", ""wb"": null, ""we"": null, ""est_start"": 2.9013333333333335, ""est_end"": 3.242666666666667}, {""word"": "" thủ"", ""wb"": null, ""we"": null, ""est_start"": 3.242666666666667, ""est_end"": 3.498666666666667}, {""word"": "" rút"", ""wb"": null, ""we"": null, ""est_start"": 3.498666666666667, ""est_end"": 3.754666666666667}, {""word"": "" khẩu"", ""wb"": null, ""we"": null, ""est_start"": 3.754666666666667, ""est_end"": 4.096}, {""word"": "" súng"", ""wb"": null, ""we"": null, ""est_start"": 4.096, ""est_end"": 4.437333333333333}, {""word"": "" daringer"", ""wb"": null, ""we"": null, ""est_start"": 4.437333333333333, ""est_end"": 5.12}, {""word"": "" 44"", ""wb"": null, ""we"": null, ""est_start"": 5.12, ""est_end"": 5.290666666666667}, {""word"": "" ly"", ""wb"": null, ""we"": null, ""est_start"": 5.290666666666667, ""est_end"": 5.461333333333333}, {""word"": "" dí"", ""wb"": null, ""we"": null, ""est_start"": 5.461333333333333, ""est_end"": 5.632}, {""word"": "" sát"", ""wb"": null, ""we"": null, ""est_start"": 5.632, ""est_end"": 5.888}, {""word"": "" đầu"", ""wb"": null, ""we"": null, ""est_start"": 5.888, ""est_end"": 6.144}, {""word"": "" tổng"", ""wb"": null, ""we"": null, ""est_start"": 6.144, ""est_end"": 6.485333333333333}, {""word"": "" thống"", ""wb"": null, ""we"": null, ""est_start"": 6.485333333333333, ""est_end"": 6.912}, {""word"": "" mà"", ""wb"": null, ""we"": null, ""est_start"": 6.912, ""est_end"": 7.082666666666666}, {""word"": "" đã"", ""wb"": null, ""we"": null, ""est_start"": 7.082666666666666, ""est_end"": 7.253333333333333}, {""word"": "" đạt"", ""wb"": null, ""we"": null, ""est_start"": 7.253333333333333, ""est_end"": 7.509333333333333}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 7.509333333333333, ""est_end"": 7.594666666666667}]",
12,2.901,1.061,0.366,0.273,"Một, một ngày hãy làm tốt vài điều mình muốn làm.", 11 ngày hãy làm tốt vài điều mình muốn.,một một ngày hãy làm tốt vài điều mình muốn làm,11 ngày hãy làm tốt vài điều mình muốn,10,False,"[{""word"": "" 11"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.18718279569892474}, {""word"": "" ngày"", ""wb"": null, ""we"": null, ""est_start"": 0.18718279569892474, ""est_end"": 0.5615483870967742}, {""word"": "" hãy"", ""wb"": null, ""we"": null, ""est_start"": 0.5615483870967742, ""est_end"": 0.8423225806451613}, {""word"": "" làm"", ""wb"": null, ""we"": null, ""est_start"": 0.8423225806451613, ""est_end"": 1.1230967741935485}, {""word"": "" tốt"", ""wb"": null, ""we"": null, ""est_start"": 1.1230967741935485, ""est_end"": 1.4038709677419356}, {""word"": "" vài"", ""wb"": null, ""we"": null, ""est_start"": 1.4038709677419356, ""est_end"": 1.6846451612903228}, {""word"": "" điều"", ""wb"": null, ""we"": null, ""est_start"": 1.6846451612903228, ""est_end"": 2.0590107526881725}, {""word"": "" mình"", ""wb"": null, ""we"": null, ""est_start"": 2.0590107526881725, ""est_end"": 2.433376344086022}, {""word"": "" muốn"", ""wb"": null, ""we"": null, ""est_start"": 2.433376344086022, ""est_end"": 2.8077419354838713}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 2.8077419354838713, ""est_end"": 2.9013333333333335}]",
13,4.352,1.526,0.351,0.0,Kế hoạch là vậy nhưng cả Pháp lẫn Tây Ban Nha vẫn chưa xác định được nơi nào phù hợp để mở màn chiến dịch., Kế hoạch là vậy nhưng cả pháp lẫn tây ban nha vẫn chưa xác định được nơi nào phù hợp để mở màn chiến dịch.,kế hoạch là vậy nhưng cả pháp lẫn tây ban nha vẫn chưa xác định được nơi nào phù hợp để mở màn chiến dịch,kế hoạch là vậy nhưng cả pháp lẫn tây ban nha vẫn chưa xác định được nơi nào phù hợp để mở màn chiến dịch,26,False,"[{""word"": "" Kế"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.10614634146341465}, {""word"": "" hoạch"", ""wb"": null, ""we"": null, ""est_start"": 0.10614634146341465, ""est_end"": 0.3715121951219512}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 0.3715121951219512, ""est_end"": 0.47765853658536583}, {""word"": "" vậy"", ""wb"": null, ""we"": null, ""est_start"": 0.47765853658536583, ""est_end"": 0.6368780487804878}, {""word"": "" nhưng"", ""wb"": null, ""we"": null, ""est_start"": 0.6368780487804878, ""est_end"": 0.9022439024390244}, {""word"": "" cả"", ""wb"": null, ""we"": null, ""est_start"": 0.9022439024390244, ""est_end"": 1.008390243902439}, {""word"": "" pháp"", ""wb"": null, ""we"": null, ""est_start"": 1.008390243902439, ""est_end"": 1.2206829268292683}, {""word"": "" lẫn"", ""wb"": null, ""we"": null, ""est_start"": 1.2206829268292683, ""est_end"": 1.3799024390243901}, {""word"": "" tây"", ""wb"": null, ""we"": null, ""est_start"": 1.3799024390243901, ""est_end"": 1.539121951219512}, {""word"": "" ban"", ""wb"": null, ""we"": null, ""est_start"": 1.539121951219512, ""est_end"": 1.6983414634146339}, {""word"": "" nha"", ""wb"": null, ""we"": null, ""est_start"": 1.6983414634146339, ""est_end"": 1.8575609756097557}, {""word"": "" vẫn"", ""wb"": null, ""we"": null, ""est_start"": 1.8575609756097557, ""est_end"": 2.0167804878048776}, {""word"": "" chưa"", ""wb"": null, ""we"": null, ""est_start"": 2.0167804878048776, ""est_end"": 2.229073170731707}, {""word"": "" xác"", ""wb"": null, ""we"": null, ""est_start"": 2.229073170731707, ""est_end"": 2.388292682926829}, {""word"": "" định"", ""wb"": null, ""we"": null, ""est_start"": 2.388292682926829, ""est_end"": 2.6005853658536586}, {""word"": "" được"", ""wb"": null, ""we"": null, ""est_start"": 2.6005853658536586, ""est_end"": 2.812878048780488}, {""word"": "" nơi"", ""wb"": null, ""we"": null, ""est_start"": 2.812878048780488, ""est_end"": 2.97209756097561}, {""word"": "" nào"", ""wb"": null, ""we"": null, ""est_start"": 2.97209756097561, ""est_end"": 3.1313170731707323}, {""word"": "" phù"", ""wb"": null, ""we"": null, ""est_start"": 3.1313170731707323, ""est_end"": 3.2905365853658544}, {""word"": "" hợp"", ""wb"": null, ""we"": null, ""est_start"": 3.2905365853658544, ""est_end"": 3.4497560975609765}, {""word"": "" để"", ""wb"": null, ""we"": null, ""est_start"": 3.4497560975609765, ""est_end"": 3.555902439024391}, {""word"": "" mở"", ""wb"": null, ""we"": null, ""est_start"": 3.555902439024391, ""est_end"": 3.662048780487806}, {""word"": "" màn"", ""wb"": null, ""we"": null, ""est_start"": 3.662048780487806, ""est_end"": 3.821268292682928}, {""word"": "" chiến"", ""wb"": null, ""we"": null, ""est_start"": 3.821268292682928, ""est_end"": 4.086634146341464}, {""word"": "" dịch"", ""wb"": null, ""we"": null, ""est_start"": 4.086634146341464, ""est_end"": 4.298926829268294}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 4.298926829268294, ""est_end"": 4.352000000000001}]",
14,6.827,2.649,0.388,0.069,Bà cho rằng các cuộc xung đột giữa Hồi giáo và Phật giáo không phải là một cuộc thanh lọc sắc tộc như giới chức quốc tế nhận định.," Và cho rằng các cuộc xung đột giữa hồi giáo và phật giáo không phải là 1 cuộc thanh lọc sắc, tộc như giới chức, quốc tế, nhận định.",bà cho rằng các cuộc xung đột giữa hồi giáo và phật giáo không phải là một cuộc thanh lọc sắc tộc như giới chức quốc tế nhận định,và cho rằng các cuộc xung đột giữa hồi giáo và phật giáo không phải là 1 cuộc thanh lọc sắc tộc như giới chức quốc tế nhận định,33,False,"[{""word"": "" Và"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.1325566343042071}, {""word"": "" cho"", ""wb"": null, ""we"": null, ""est_start"": 0.1325566343042071, ""est_end"": 0.3313915857605178}, {""word"": "" rằng"", ""wb"": null, ""we"": null, ""est_start"": 0.3313915857605178, ""est_end"": 0.596504854368932}, {""word"": "" các"", ""wb"": null, ""we"": null, ""est_start"": 0.596504854368932, ""est_end"": 0.7953398058252427}, {""word"": "" cuộc"", ""wb"": null, ""we"": null, ""est_start"": 0.7953398058252427, ""est_end"": 1.0604530744336569}, {""word"": "" xung"", ""wb"": null, ""we"": null, ""est_start"": 1.0604530744336569, ""est_end"": 1.325566343042071}, {""word"": "" đột"", ""wb"": null, ""we"": null, ""est_start"": 1.325566343042071, ""est_end"": 1.5244012944983818}, {""word"": "" giữa"", ""wb"": null, ""we"": null, ""est_start"": 1.5244012944983818, ""est_end"": 1.789514563106796}, {""word"": "" hồi"", ""wb"": null, ""we"": null, ""est_start"": 1.789514563106796, ""est_end"": 1.9883495145631067}, {""word"": "" giáo"", ""wb"": null, ""we"": null, ""est_start"": 1.9883495145631067, ""est_end"": 2.253462783171521}, {""word"": "" và"", ""wb"": null, ""we"": null, ""est_start"": 2.253462783171521, ""est_end"": 2.386019417475728}, {""word"": "" phật"", ""wb"": null, ""we"": null, ""est_start"": 2.386019417475728, ""est_end"": 2.651132686084142}, {""word"": "" giáo"", ""wb"": null, ""we"": null, ""est_start"": 2.651132686084142, ""est_end"": 2.916245954692556}, {""word"": "" không"", ""wb"": null, ""we"": null, ""est_start"": 2.916245954692556, ""est_end"": 3.247637540453074}, {""word"": "" phải"", ""wb"": null, ""we"": null, ""est_start"": 3.247637540453074, ""est_end"": 3.512750809061488}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 3.512750809061488, ""est_end"": 3.645307443365695}, {""word"": "" 1"", ""wb"": null, ""we"": null, ""est_start"": 3.645307443365695, ""est_end"": 3.711585760517799}, {""word"": "" cuộc"", ""wb"": null, ""we"": null, ""est_start"": 3.711585760517799, ""est_end"": 3.976699029126213}, {""word"": "" thanh"", ""wb"": null, ""we"": null, ""est_start"": 3.976699029126213, ""est_end"": 4.308090614886731}, {""word"": "" lọc"", ""wb"": null, ""we"": null, ""est_start"": 4.308090614886731, ""est_end"": 4.506925566343042}, {""word"": "" sắc"", ""wb"": null, ""we"": null, ""est_start"": 4.506925566343042, ""est_end"": 4.7057605177993524}, {""word"": "","", ""wb"": null, ""we"": null, ""est_start"": 4.7057605177993524, ""est_end"": 4.772038834951456}, {""word"": "" tộc"", ""wb"": null, ""we"": null, ""est_start"": 4.772038834951456, ""est_end"": 4.970873786407767}, {""word"": "" như"", ""wb"": null, ""we"": null, ""est_start"": 4.970873786407767, ""est_end"": 5.169708737864077}, {""word"": "" giới"", ""wb"": null, ""we"": null, ""est_start"": 5.169708737864077, ""est_end"": 5.4348220064724915}, {""word"": "" chức"", ""wb"": null, ""we"": null, ""est_start"": 5.4348220064724915, ""est_end"": 5.699935275080906}, {""word"": "","", ""wb"": null, ""we"": null, ""est_start"": 5.699935275080906, ""est_end"": 5.766213592233009}, {""word"": "" quốc"", ""wb"": null, ""we"": null, ""est_start"": 5.766213592233009, ""est_end"": 6.031326860841423}, {""word"": "" tế"", ""wb"": null, ""we"": null, ""est_start"": 6.031326860841423, ""est_end"": 6.1638834951456305}, {""word"": "","", ""wb"": null, ""we"": null, ""est_start"": 6.1638834951456305, ""est_end"": 6.230161812297734}, {""word"": "" nhận"", ""wb"": null, ""we"": null, ""est_start"": 6.230161812297734, ""est_end"": 6.495275080906148}, {""word"": "" định"", ""wb"": null, ""we"": null, ""est_start"": 6.495275080906148, ""est_end"": 6.760388349514562}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 6.760388349514562, ""est_end"": 6.826666666666665}]",
15,4.011,1.408,0.351,0.0,Tết là dịp mọi người háo hức đón chào một năm mới với nhiều hy vọng và mong ước., Tết là dịp mọi người háo hức đón chào một năm mới với nhiều hy vọng và mong ước.,tết là dịp mọi người háo hức đón chào một năm mới với nhiều hy vọng và mong ước,tết là dịp mọi người háo hức đón chào một năm mới với nhiều hy vọng và mong ước,20,False,"[{""word"": "" Tết"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.19406451612903225}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 0.19406451612903225, ""est_end"": 0.32344086021505375}, {""word"": "" dịp"", ""wb"": null, ""we"": null, ""est_start"": 0.32344086021505375, ""est_end"": 0.517505376344086}, {""word"": "" mọi"", ""wb"": null, ""we"": null, ""est_start"": 0.517505376344086, ""est_end"": 0.7115698924731182}, {""word"": "" người"", ""wb"": null, ""we"": null, ""est_start"": 0.7115698924731182, ""est_end"": 1.035010752688172}, {""word"": "" háo"", ""wb"": null, ""we"": null, ""est_start"": 1.035010752688172, ""est_end"": 1.2290752688172042}, {""word"": "" hức"", ""wb"": null, ""we"": null, ""est_start"": 1.2290752688172042, ""est_end"": 1.4231397849462364}, {""word"": "" đón"", ""wb"": null, ""we"": null, ""est_start"": 1.4231397849462364, ""est_end"": 1.6172043010752686}, {""word"": "" chào"", ""wb"": null, ""we"": null, ""est_start"": 1.6172043010752686, ""est_end"": 1.8759569892473116}, {""word"": "" một"", ""wb"": null, ""we"": null, ""est_start"": 1.8759569892473116, ""est_end"": 2.070021505376344}, {""word"": "" năm"", ""wb"": null, ""we"": null, ""est_start"": 2.070021505376344, ""est_end"": 2.2640860215053764}, {""word"": "" mới"", ""wb"": null, ""we"": null, ""est_start"": 2.2640860215053764, ""est_end"": 2.458150537634409}, {""word"": "" với"", ""wb"": null, ""we"": null, ""est_start"": 2.458150537634409, ""est_end"": 2.6522150537634412}, {""word"": "" nhiều"", ""wb"": null, ""we"": null, ""est_start"": 2.6522150537634412, ""est_end"": 2.975655913978495}, {""word"": "" hy"", ""wb"": null, ""we"": null, ""est_start"": 2.975655913978495, ""est_end"": 3.1050322580645164}, {""word"": "" vọng"", ""wb"": null, ""we"": null, ""est_start"": 3.1050322580645164, ""est_end"": 3.363784946236559}, {""word"": "" và"", ""wb"": null, ""we"": null, ""est_start"": 3.363784946236559, ""est_end"": 3.493161290322581}, {""word"": "" mong"", ""wb"": null, ""we"": null, ""est_start"": 3.493161290322581, ""est_end"": 3.751913978494624}, {""word"": "" ước"", ""wb"": null, ""we"": null, ""est_start"": 3.751913978494624, ""est_end"": 3.9459784946236565}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 3.9459784946236565, ""est_end"": 4.010666666666667}]",
16,1.707,5.614,3.29,0.143,Ám sát kẻ thù của quốc gia., Ám sát kẻ thù của cùng quốc gia.,ám sát kẻ thù của quốc gia,ám sát kẻ thù của cùng quốc gia,9,False,"[{""word"": "" Ám"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.13653333333333334}, {""word"": "" sát"", ""wb"": null, ""we"": null, ""est_start"": 0.13653333333333334, ""est_end"": 0.3413333333333334}, {""word"": "" kẻ"", ""wb"": null, ""we"": null, ""est_start"": 0.3413333333333334, ""est_end"": 0.4778666666666667}, {""word"": "" thù"", ""wb"": null, ""we"": null, ""est_start"": 0.4778666666666667, ""est_end"": 0.6826666666666668}, {""word"": "" của"", ""wb"": null, ""we"": null, ""est_start"": 0.6826666666666668, ""est_end"": 0.8874666666666667}, {""word"": "" cùng"", ""wb"": null, ""we"": null, ""est_start"": 0.8874666666666667, ""est_end"": 1.1605333333333334}, {""word"": "" quốc"", ""wb"": null, ""we"": null, ""est_start"": 1.1605333333333334, ""est_end"": 1.4336000000000002}, {""word"": "" gia"", ""wb"": null, ""we"": null, ""est_start"": 1.4336000000000002, ""est_end"": 1.6384000000000003}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 1.6384000000000003, ""est_end"": 1.706666666666667}]",
17,1.792,0.648,0.362,0.143,Xếp trồi lên và gợi ý bạn., Sếp trồi lên và gợi ý bạn.,xếp trồi lên và gợi ý bạn,sếp trồi lên và gợi ý bạn,8,False,"[{""word"": "" Sếp"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.2688}, {""word"": "" trồi"", ""wb"": null, ""we"": null, ""est_start"": 0.2688, ""est_end"": 0.6272}, {""word"": "" lên"", ""wb"": null, ""we"": null, ""est_start"": 0.6272, ""est_end"": 0.8959999999999999}, {""word"": "" và"", ""wb"": null, ""we"": null, ""est_start"": 0.8959999999999999, ""est_end"": 1.0752}, {""word"": "" gợi"", ""wb"": null, ""we"": null, ""est_start"": 1.0752, ""est_end"": 1.3439999999999999}, {""word"": "" ý"", ""wb"": null, ""we"": null, ""est_start"": 1.3439999999999999, ""est_end"": 1.4335999999999998}, {""word"": "" bạn"", ""wb"": null, ""we"": null, ""est_start"": 1.4335999999999998, ""est_end"": 1.7023999999999997}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 1.7023999999999997, ""est_end"": 1.7919999999999998}]",
18,3.499,1.322,0.378,0.0,Những thay đổi đó bây giờ cũng được marketing là những thay đổi lớn và đột phá mỗi năm., Những thay đổi đó bây giờ cũng được marketing là những thay đổi lớn và đột phá mỗi năm.,những thay đổi đó bây giờ cũng được marketing là những thay đổi lớn và đột phá mỗi năm,những thay đổi đó bây giờ cũng được marketing là những thay đổi lớn và đột phá mỗi năm,20,False,"[{""word"": "" Những"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.2535265700483092}, {""word"": "" thay"", ""wb"": null, ""we"": null, ""est_start"": 0.2535265700483092, ""est_end"": 0.45634782608695657}, {""word"": "" đổi"", ""wb"": null, ""we"": null, ""est_start"": 0.45634782608695657, ""est_end"": 0.608463768115942}, {""word"": "" đó"", ""wb"": null, ""we"": null, ""est_start"": 0.608463768115942, ""est_end"": 0.7098743961352657}, {""word"": "" bây"", ""wb"": null, ""we"": null, ""est_start"": 0.7098743961352657, ""est_end"": 0.8619903381642512}, {""word"": "" giờ"", ""wb"": null, ""we"": null, ""est_start"": 0.8619903381642512, ""est_end"": 1.0141062801932368}, {""word"": "" cũng"", ""wb"": null, ""we"": null, ""est_start"": 1.0141062801932368, ""est_end"": 1.216927536231884}, {""word"": "" được"", ""wb"": null, ""we"": null, ""est_start"": 1.216927536231884, ""est_end"": 1.4197487922705314}, {""word"": "" marketing"", ""wb"": null, ""we"": null, ""est_start"": 1.4197487922705314, ""est_end"": 1.8760966183574879}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 1.8760966183574879, ""est_end"": 1.9775072463768115}, {""word"": "" những"", ""wb"": null, ""we"": null, ""est_start"": 1.9775072463768115, ""est_end"": 2.231033816425121}, {""word"": "" thay"", ""wb"": null, ""we"": null, ""est_start"": 2.231033816425121, ""est_end"": 2.433855072463768}, {""word"": "" đổi"", ""wb"": null, ""we"": null, ""est_start"": 2.433855072463768, ""est_end"": 2.585971014492754}, {""word"": "" lớn"", ""wb"": null, ""we"": null, ""est_start"": 2.585971014492754, ""est_end"": 2.7380869565217396}, {""word"": "" và"", ""wb"": null, ""we"": null, ""est_start"": 2.7380869565217396, ""est_end"": 2.8394975845410633}, {""word"": "" đột"", ""wb"": null, ""we"": null, ""est_start"": 2.8394975845410633, ""est_end"": 2.991613526570049}, {""word"": "" phá"", ""wb"": null, ""we"": null, ""est_start"": 2.991613526570049, ""est_end"": 3.1437294685990347}, {""word"": "" mỗi"", ""wb"": null, ""we"": null, ""est_start"": 3.1437294685990347, ""est_end"": 3.2958454106280204}, {""word"": "" năm"", ""wb"": null, ""we"": null, ""est_start"": 3.2958454106280204, ""est_end"": 3.447961352657006}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 3.447961352657006, ""est_end"": 3.498666666666668}]",
19,5.291,1.628,0.308,0.043,"Hãy gạt bỏ chúng qua hẳn một bên, rồi chuẩn bị vun đắp thói quen sống trong những ngăn tàu đóng chặt kín."," Hãy gạt bỏ chúng qua hẳn 1 bên rồi chuẩn bị vun đắp thói quen sống, trong những ngăn tàu đóng chặt kín.",hãy gạt bỏ chúng qua hẳn một bên rồi chuẩn bị vun đắp thói quen sống trong những ngăn tàu đóng chặt kín,hãy gạt bỏ chúng qua hẳn 1 bên rồi chuẩn bị vun đắp thói quen sống trong những ngăn tàu đóng chặt kín,25,False,"[{""word"": "" Hãy"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.1959506172839506}, {""word"": "" gạt"", ""wb"": null, ""we"": null, ""est_start"": 0.1959506172839506, ""est_end"": 0.3919012345679012}, {""word"": "" bỏ"", ""wb"": null, ""we"": null, ""est_start"": 0.3919012345679012, ""est_end"": 0.5225349794238683}, {""word"": "" chúng"", ""wb"": null, ""we"": null, ""est_start"": 0.5225349794238683, ""est_end"": 0.8491193415637859}, {""word"": "" qua"", ""wb"": null, ""we"": null, ""est_start"": 0.8491193415637859, ""est_end"": 1.0450699588477366}, {""word"": "" hẳn"", ""wb"": null, ""we"": null, ""est_start"": 1.0450699588477366, ""est_end"": 1.2410205761316873}, {""word"": "" 1"", ""wb"": null, ""we"": null, ""est_start"": 1.2410205761316873, ""est_end"": 1.3063374485596708}, {""word"": "" bên"", ""wb"": null, ""we"": null, ""est_start"": 1.3063374485596708, ""est_end"": 1.5022880658436215}, {""word"": "" rồi"", ""wb"": null, ""we"": null, ""est_start"": 1.5022880658436215, ""est_end"": 1.6982386831275722}, {""word"": "" chuẩn"", ""wb"": null, ""we"": null, ""est_start"": 1.6982386831275722, ""est_end"": 2.02482304526749}, {""word"": "" bị"", ""wb"": null, ""we"": null, ""est_start"": 2.02482304526749, ""est_end"": 2.155456790123457}, {""word"": "" vun"", ""wb"": null, ""we"": null, ""est_start"": 2.155456790123457, ""est_end"": 2.3514074074074074}, {""word"": "" đắp"", ""wb"": null, ""we"": null, ""est_start"": 2.3514074074074074, ""est_end"": 2.547358024691358}, {""word"": "" thói"", ""wb"": null, ""we"": null, ""est_start"": 2.547358024691358, ""est_end"": 2.808625514403292}, {""word"": "" quen"", ""wb"": null, ""we"": null, ""est_start"": 2.808625514403292, ""est_end"": 3.0698930041152264}, {""word"": "" sống"", ""wb"": null, ""we"": null, ""est_start"": 3.0698930041152264, ""est_end"": 3.3311604938271606}, {""word"": "","", ""wb"": null, ""we"": null, ""est_start"": 3.3311604938271606, ""est_end"": 3.396477366255144}, {""word"": "" trong"", ""wb"": null, ""we"": null, ""est_start"": 3.396477366255144, ""est_end"": 3.7230617283950616}, {""word"": "" những"", ""wb"": null, ""we"": null, ""est_start"": 3.7230617283950616, ""est_end"": 4.04964609053498}, {""word"": "" ngăn"", ""wb"": null, ""we"": null, ""est_start"": 4.04964609053498, ""est_end"": 4.310913580246914}, {""word"": "" tàu"", ""wb"": null, ""we"": null, ""est_start"": 4.310913580246914, ""est_end"": 4.506864197530865}, {""word"": "" đóng"", ""wb"": null, ""we"": null, ""est_start"": 4.506864197530865, ""est_end"": 4.768131687242799}, {""word"": "" chặt"", ""wb"": null, ""we"": null, ""est_start"": 4.768131687242799, ""est_end"": 5.029399176954733}, {""word"": "" kín"", ""wb"": null, ""we"": null, ""est_start"": 5.029399176954733, ""est_end"": 5.225349794238684}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 5.225349794238684, ""est_end"": 5.2906666666666675}]",
