Audio_ID,Model,Duration_s,Processing_Time_s,RTF,WER,Ground_Truth,Transcript,Ground_Truth_Norm,Transcript_Norm,Word_Timestamps,Error
Sample_387,latest_short,4.18,2.74,0.655,0.118,"Này Liên Xô, chúng ta đã thống nhất ở giữa sông Ussuri là biên giới đúng chứ?",ngày Liên Xô chúng ta đã thống nhất ở giữa sông usuri là biên giới đúng chứ,này liên xô chúng ta đã thống nhất ở giữa sông ussuri là biên giới đúng chứ,ngày liên xô chúng ta đã thống nhất ở giữa sông usuri là biên giới đúng chứ,"[{'word': 'ngày', 'start': 0.0, 'end': 0.6}, {'word': 'Liên', 'start': 0.6, 'end': 0.7}, {'word': 'Xô', 'start': 0.7, 'end': 0.9}, {'word': 'chúng', 'start': 0.9, 'end': 1.4}, {'word': 'ta', 'start': 1.4, 'end': 1.6}, {'word': 'đã', 'start': 1.6, 'end': 1.8}, {'word': 'thống', 'start': 1.8, 'end': 1.9}, {'word': 'nhất', 'start': 1.9, 'end': 1.9}, {'word': 'ở', 'start': 1.9, 'end': 2.0}, {'word': 'giữa', 'start': 2.0, 'end': 2.3}, {'word': 'sông', 'start': 2.3, 'end': 2.7}, {'word': 'usuri', 'start': 2.7, 'end': 3.1}, {'word': 'là', 'start': 3.1, 'end': 3.4}, {'word': 'biên', 'start': 3.4, 'end': 3.6}, {'word': 'giới', 'start': 3.6, 'end': 3.6}, {'word': 'đúng', 'start': 3.6, 'end': 3.8}, {'word': 'chứ', 'start': 3.8, 'end': 4.0}]",
Sample_388,latest_short,3.93,2.68,0.684,0.294,Rồi Molly bắt đầu đau đớn ở hai chân khiến cô dần dần không thể đi lại.,the money bắt đầu đau đớn ở hai chân nhưng cố dần dần Không thể đi lạc,rồi molly bắt đầu đau đớn ở hai chân khiến cô dần dần không thể đi lại,the money bắt đầu đau đớn ở hai chân nhưng cố dần dần không thể đi lạc,"[{'word': 'the', 'start': 0.0, 'end': 0.5}, {'word': 'money', 'start': 0.5, 'end': 0.7}, {'word': 'bắt', 'start': 0.7, 'end': 1.0}, {'word': 'đầu', 'start': 1.0, 'end': 1.1}, {'word': 'đau', 'start': 1.1, 'end': 1.2}, {'word': 'đớn', 'start': 1.2, 'end': 1.4}, {'word': 'ở', 'start': 1.4, 'end': 1.7}, {'word': 'hai', 'start': 1.7, 'end': 1.8}, {'word': 'chân', 'start': 1.8, 'end': 2.0}, {'word': 'nhưng', 'start': 2.0, 'end': 2.6}, {'word': 'cố', 'start': 2.6, 'end': 2.8}, {'word': 'dần', 'start': 2.8, 'end': 2.9}, {'word': 'dần', 'start': 2.9, 'end': 3.1}, {'word': 'Không', 'start': 3.1, 'end': 3.4}, {'word': 'thể', 'start': 3.4, 'end': 3.6}, {'word': 'đi', 'start': 3.6, 'end': 3.7}, {'word': 'lạc', 'start': 3.7, 'end': 3.8}]",
Sample_389,latest_short,2.56,1.98,0.775,0.1,Còn không hợp lý thì vui vẻ bỏ qua ha.,còn không hợp lý thì vui vẻ bỏ qua,còn không hợp lý thì vui vẻ bỏ qua ha,còn không hợp lý thì vui vẻ bỏ qua,"[{'word': 'còn', 'start': 0.0, 'end': 0.4}, {'word': 'không', 'start': 0.4, 'end': 0.5}, {'word': 'hợp', 'start': 0.5, 'end': 0.7}, {'word': 'lý', 'start': 0.7, 'end': 0.8}, {'word': 'thì', 'start': 0.8, 'end': 1.0}, {'word': 'vui', 'start': 1.0, 'end': 1.9}, {'word': 'vẻ', 'start': 1.9, 'end': 2.1}, {'word': 'bỏ', 'start': 2.1, 'end': 2.2}, {'word': 'qua', 'start': 2.2, 'end': 2.3}]",
Sample_390,latest_short,7.68,4.88,0.635,0.207,"Hiện tại, trụ sở chính của Thái Market là ở Đà Nẵng, tuy nhiên anh Hoàng cũng có những quản lý cấp chung ở TP.HCM và Hà Nội.",hiện tại trụ sở chính của Thái market là ở Đà Nẵng Tuy nhiên anh Hoàng cũng có những quản lý cấp trung ở Thành phố Hồ Chí Minh và Hà Nội,hiện tại trụ sở chính của thái market là ở đà nẵng tuy nhiên anh hoàng cũng có những quản lý cấp chung ở tp hcm và hà nội,hiện tại trụ sở chính của thái market là ở đà nẵng tuy nhiên anh hoàng cũng có những quản lý cấp trung ở thành phố hồ chí minh và hà nội,"[{'word': 'hiện', 'start': 0.0, 'end': 0.7}, {'word': 'tại', 'start': 0.7, 'end': 0.8}, {'word': 'trụ', 'start': 0.8, 'end': 1.0}, {'word': 'sở', 'start': 1.0, 'end': 1.1}, {'word': 'chính', 'start': 1.1, 'end': 1.3}, {'word': 'của', 'start': 1.3, 'end': 1.5}, {'word': 'Thái', 'start': 1.5, 'end': 1.8}, {'word': 'market', 'start': 1.8, 'end': 2.1}, {'word': 'là', 'start': 2.1, 'end': 2.3}, {'word': 'ở', 'start': 2.3, 'end': 2.7}, {'word': 'Đà', 'start': 2.7, 'end': 2.8}, {'word': 'Nẵng', 'start': 2.8, 'end': 2.9}, {'word': 'Tuy', 'start': 2.9, 'end': 3.7}, {'word': 'nhiên', 'start': 3.7, 'end': 3.8}, {'word': 'anh', 'start': 3.8, 'end': 4.0}, {'word': 'Hoàng', 'start': 4.0, 'end': 4.1}, {'word': 'cũng', 'start': 4.1, 'end': 4.3}, {'word': 'có', 'start': 4.3, 'end': 4.5}, {'word': 'những', 'start': 4.5, 'end': 4.7}, {'word': 'quản', 'start': 4.7, 'end': 5.0}, {'word': 'lý', 'start': 5.0, 'end': 5.1}, {'word': 'cấp', 'start': 5.1, 'end': 5.3}, {'word': 'trung', 'start': 5.3, 'end': 5.5}, {'word': 'ở', 'start': 5.5, 'end': 5.9}, {'word': 'Thành', 'start': 5.9, 'end': 6.1}, {'word': 'phố', 'start': 6.1, 'end': 6.1}, {'word': 'Hồ', 'start': 6.1, 'end': 6.3}, {'word': 'Chí', 'start': 6.3, 'end': 6.3}, {'word': 'Minh', 'start': 6.3, 'end': 6.3}, {'word': 'và', 'start': 6.3, 'end': 7.2}, {'word': 'Hà', 'start': 7.2, 'end': 7.3}, {'word': 'Nội', 'start': 7.3, 'end': 7.4}]",
Sample_391,latest_short,5.55,3.98,0.718,0.529,"Từng chiếc lá hình trái tim xòe rộng, che phủ đến gần hai phần ba thân cây.",Từng chiếc lá hình trái tim xòe rộng,từng chiếc lá hình trái tim xòe rộng che phủ đến gần hai phần ba thân cây,từng chiếc lá hình trái tim xòe rộng,"[{'word': 'Từng', 'start': 0.0, 'end': 0.7}, {'word': 'chiếc', 'start': 0.7, 'end': 0.8}, {'word': 'lá', 'start': 0.8, 'end': 0.9}, {'word': 'hình', 'start': 0.9, 'end': 1.4}, {'word': 'trái', 'start': 1.4, 'end': 1.6}, {'word': 'tim', 'start': 1.6, 'end': 1.8}, {'word': 'xòe', 'start': 1.8, 'end': 2.3}, {'word': 'rộng', 'start': 2.3, 'end': 2.4}]",
Sample_392,latest_short,0.85,0.82,0.962,0.333,Thật sự luôn.,thật sự,thật sự luôn,thật sự,"[{'word': 'thật', 'start': 0.0, 'end': 0.5}, {'word': 'sự', 'start': 0.5, 'end': 0.7}]",
Sample_393,latest_short,1.02,0.95,0.925,0.0,Thấy tôi nhìn.,thấy tôi nhìn,thấy tôi nhìn,thấy tôi nhìn,"[{'word': 'thấy', 'start': 0.0, 'end': 0.5}, {'word': 'tôi', 'start': 0.5, 'end': 0.7}, {'word': 'nhìn', 'start': 0.7, 'end': 0.9}]",
Sample_394,latest_short,2.3,1.97,0.855,0.167,Gấp đôi là 1 thứ rất là khó trong dài hạn rồi.,gấp đôi là thứ rất là khó trong dài hạn,gấp đôi là 1 thứ rất là khó trong dài hạn rồi,gấp đôi là thứ rất là khó trong dài hạn,"[{'word': 'gấp', 'start': 0.0, 'end': 0.5}, {'word': 'đôi', 'start': 0.5, 'end': 0.7}, {'word': 'là', 'start': 0.7, 'end': 0.9}, {'word': 'thứ', 'start': 0.9, 'end': 1.0}, {'word': 'rất', 'start': 1.0, 'end': 1.1}, {'word': 'là', 'start': 1.1, 'end': 1.2}, {'word': 'khó', 'start': 1.2, 'end': 1.3}, {'word': 'trong', 'start': 1.3, 'end': 1.8}, {'word': 'dài', 'start': 1.8, 'end': 2.0}, {'word': 'hạn', 'start': 2.0, 'end': 2.1}]",
Sample_395,latest_short,1.71,1.58,0.928,0.333,Có cả tiếng cười rinh rích.,Có cả tiếng cười Ringgit,có cả tiếng cười rinh rích,có cả tiếng cười ringgit,"[{'word': 'Có', 'start': 0.0, 'end': 0.4}, {'word': 'cả', 'start': 0.4, 'end': 0.7}, {'word': 'tiếng', 'start': 0.7, 'end': 0.9}, {'word': 'cười', 'start': 0.9, 'end': 1.0}, {'word': 'Ringgit', 'start': 1.0, 'end': 1.6}]",
Sample_396,latest_short,0.77,0.79,1.035,1.0,Và hắn trước.,,và hắn trước,,[],
Sample_397,latest_short,2.47,1.98,0.802,0.111,Số xe máy còn lại sau buổi sáng là.,số xe máy còn lại sau buổi sáng,số xe máy còn lại sau buổi sáng là,số xe máy còn lại sau buổi sáng,"[{'word': 'số', 'start': 0.0, 'end': 0.6}, {'word': 'xe', 'start': 0.6, 'end': 0.8}, {'word': 'máy', 'start': 0.8, 'end': 0.9}, {'word': 'còn', 'start': 0.9, 'end': 1.1}, {'word': 'lại', 'start': 1.1, 'end': 1.3}, {'word': 'sau', 'start': 1.3, 'end': 1.8}, {'word': 'buổi', 'start': 1.8, 'end': 1.9}, {'word': 'sáng', 'start': 1.9, 'end': 2.2}]",
Sample_398,latest_short,0.94,0.92,0.98,0.333,Như thế là.,như thế,như thế là,như thế,"[{'word': 'như', 'start': 0.0, 'end': 0.6}, {'word': 'thế', 'start': 0.6, 'end': 0.8}]",
Sample_399,latest_short,4.27,2.8,0.655,0.0,"Sau đó, thông tin này được chia sẻ lan truyền rộng rãi trên mạng, gây hoang mang dư luận.",sau đó thông tin này được chia sẻ lan truyền rộng rãi trên mạng gây Hoang Mang dư luận,sau đó thông tin này được chia sẻ lan truyền rộng rãi trên mạng gây hoang mang dư luận,sau đó thông tin này được chia sẻ lan truyền rộng rãi trên mạng gây hoang mang dư luận,"[{'word': 'sau', 'start': 0.0, 'end': 0.4}, {'word': 'đó', 'start': 0.4, 'end': 0.7}, {'word': 'thông', 'start': 0.7, 'end': 0.9}, {'word': 'tin', 'start': 0.9, 'end': 1.0}, {'word': 'này', 'start': 1.0, 'end': 1.1}, {'word': 'được', 'start': 1.1, 'end': 1.3}, {'word': 'chia', 'start': 1.3, 'end': 1.5}, {'word': 'sẻ', 'start': 1.5, 'end': 1.6}, {'word': 'lan', 'start': 1.6, 'end': 2.0}, {'word': 'truyền', 'start': 2.0, 'end': 2.2}, {'word': 'rộng', 'start': 2.2, 'end': 2.3}, {'word': 'rãi', 'start': 2.3, 'end': 2.5}, {'word': 'trên', 'start': 2.5, 'end': 2.7}, {'word': 'mạng', 'start': 2.7, 'end': 2.8}, {'word': 'gây', 'start': 2.8, 'end': 3.4}, {'word': 'Hoang', 'start': 3.4, 'end': 3.7}, {'word': 'Mang', 'start': 3.7, 'end': 3.8}, {'word': 'dư', 'start': 3.8, 'end': 4.0}, {'word': 'luận', 'start': 4.0, 'end': 4.1}]",
Sample_400,latest_short,3.93,2.61,0.665,0.0,Bộ phim này đã nhận được đánh giá cao khi đề cập đến cuộc chiến không phân biệt chủng tộc.,bộ phim này đã nhận được đánh giá cao khi đề cập đến cuộc chiến không phân biệt chủng tộc,bộ phim này đã nhận được đánh giá cao khi đề cập đến cuộc chiến không phân biệt chủng tộc,bộ phim này đã nhận được đánh giá cao khi đề cập đến cuộc chiến không phân biệt chủng tộc,"[{'word': 'bộ', 'start': 0.0, 'end': 0.4}, {'word': 'phim', 'start': 0.4, 'end': 0.5}, {'word': 'này', 'start': 0.5, 'end': 0.7}, {'word': 'đã', 'start': 0.7, 'end': 1.0}, {'word': 'nhận', 'start': 1.0, 'end': 1.1}, {'word': 'được', 'start': 1.1, 'end': 1.2}, {'word': 'đánh', 'start': 1.2, 'end': 1.3}, {'word': 'giá', 'start': 1.3, 'end': 1.5}, {'word': 'cao', 'start': 1.5, 'end': 1.6}, {'word': 'khi', 'start': 1.6, 'end': 2.1}, {'word': 'đề', 'start': 2.1, 'end': 2.3}, {'word': 'cập', 'start': 2.3, 'end': 2.4}, {'word': 'đến', 'start': 2.4, 'end': 2.6}, {'word': 'cuộc', 'start': 2.6, 'end': 2.8}, {'word': 'chiến', 'start': 2.8, 'end': 2.9}, {'word': 'không', 'start': 2.9, 'end': 3.2}, {'word': 'phân', 'start': 3.2, 'end': 3.3}, {'word': 'biệt', 'start': 3.3, 'end': 3.4}, {'word': 'chủng', 'start': 3.4, 'end': 3.6}, {'word': 'tộc', 'start': 3.6, 'end': 3.7}]",
Sample_401,latest_short,6.23,5.0,0.802,0.522,"Có giả thuyết cho rằng, đám huss được vũ trang như soldier hay stalker chính là một phần trong quân đội của ông.",có giả thuyết cho rằng đám hos được vũ trang như Shoulder hay soccer,có giả thuyết cho rằng đám huss được vũ trang như soldier hay stalker chính là một phần trong quân đội của ông,có giả thuyết cho rằng đám hos được vũ trang như shoulder hay soccer,"[{'word': 'có', 'start': 0.0, 'end': 0.5}, {'word': 'giả', 'start': 0.5, 'end': 0.7}, {'word': 'thuyết', 'start': 0.7, 'end': 0.9}, {'word': 'cho', 'start': 0.9, 'end': 1.0}, {'word': 'rằng', 'start': 1.0, 'end': 1.1}, {'word': 'đám', 'start': 1.1, 'end': 1.9}, {'word': 'hos', 'start': 1.9, 'end': 2.1}, {'word': 'được', 'start': 2.1, 'end': 2.3}, {'word': 'vũ', 'start': 2.3, 'end': 2.5}, {'word': 'trang', 'start': 2.5, 'end': 2.6}, {'word': 'như', 'start': 2.6, 'end': 2.9}, {'word': 'Shoulder', 'start': 2.9, 'end': 3.3}, {'word': 'hay', 'start': 3.3, 'end': 3.6}, {'word': 'soccer', 'start': 3.6, 'end': 4.1}]",
Sample_402,latest_short,5.97,3.93,0.658,0.042,"Ám ảnh của các hộ là nhiều lúc vào bữa ăn hay giờ đi ngủ, cũng phải hứng chịu mùi hôi từ chạy heo.",ám ảnh của các hộ là nhiều lúc vào bữa ăn hay giờ đi ngủ cũng phải hứng chịu Mùi hôi từ trại heo,ám ảnh của các hộ là nhiều lúc vào bữa ăn hay giờ đi ngủ cũng phải hứng chịu mùi hôi từ chạy heo,ám ảnh của các hộ là nhiều lúc vào bữa ăn hay giờ đi ngủ cũng phải hứng chịu mùi hôi từ trại heo,"[{'word': 'ám', 'start': 0.0, 'end': 0.5}, {'word': 'ảnh', 'start': 0.5, 'end': 0.6}, {'word': 'của', 'start': 0.6, 'end': 0.7}, {'word': 'các', 'start': 0.7, 'end': 1.0}, {'word': 'hộ', 'start': 1.0, 'end': 1.1}, {'word': 'là', 'start': 1.1, 'end': 1.8}, {'word': 'nhiều', 'start': 1.8, 'end': 1.9}, {'word': 'lúc', 'start': 1.9, 'end': 2.0}, {'word': 'vào', 'start': 2.0, 'end': 2.3}, {'word': 'bữa', 'start': 2.3, 'end': 2.5}, {'word': 'ăn', 'start': 2.5, 'end': 2.7}, {'word': 'hay', 'start': 2.7, 'end': 3.0}, {'word': 'giờ', 'start': 3.0, 'end': 3.2}, {'word': 'đi', 'start': 3.2, 'end': 3.3}, {'word': 'ngủ', 'start': 3.3, 'end': 3.4}, {'word': 'cũng', 'start': 3.4, 'end': 3.9}, {'word': 'phải', 'start': 3.9, 'end': 4.2}, {'word': 'hứng', 'start': 4.2, 'end': 4.4}, {'word': 'chịu', 'start': 4.4, 'end': 4.5}, {'word': 'Mùi', 'start': 4.5, 'end': 4.9}, {'word': 'hôi', 'start': 4.9, 'end': 5.0}, {'word': 'từ', 'start': 5.0, 'end': 5.4}, {'word': 'trại', 'start': 5.4, 'end': 5.6}, {'word': 'heo', 'start': 5.6, 'end': 5.7}]",
Sample_403,latest_short,0.68,0.7,1.026,1.0,Ông này sao?,,ông này sao,,[],
Sample_404,latest_short,8.02,5.17,0.645,0.097,Cô nàng xinh đẹp luôn mặc chiếc váy đen đặc trưng và những trồng hộp MS màu cam này gây sốt với cách bán sản phẩm thần tốc trong chớp mắt.,cô nàng xinh đẹp luôn mặc chiếc váy đen đặc trưng và những chồng hộp em bé màu cam này gây sốt với cách bán sản phẩm thần tốc trong chớp mắt,cô nàng xinh đẹp luôn mặc chiếc váy đen đặc trưng và những trồng hộp ms màu cam này gây sốt với cách bán sản phẩm thần tốc trong chớp mắt,cô nàng xinh đẹp luôn mặc chiếc váy đen đặc trưng và những chồng hộp em bé màu cam này gây sốt với cách bán sản phẩm thần tốc trong chớp mắt,"[{'word': 'cô', 'start': 0.0, 'end': 0.9}, {'word': 'nàng', 'start': 0.9, 'end': 1.1}, {'word': 'xinh', 'start': 1.1, 'end': 1.3}, {'word': 'đẹp', 'start': 1.3, 'end': 1.3}, {'word': 'luôn', 'start': 1.3, 'end': 1.6}, {'word': 'mặc', 'start': 1.6, 'end': 1.8}, {'word': 'chiếc', 'start': 1.8, 'end': 2.0}, {'word': 'váy', 'start': 2.0, 'end': 2.2}, {'word': 'đen', 'start': 2.2, 'end': 2.5}, {'word': 'đặc', 'start': 2.5, 'end': 2.7}, {'word': 'trưng', 'start': 2.7, 'end': 2.9}, {'word': 'và', 'start': 2.9, 'end': 3.2}, {'word': 'những', 'start': 3.2, 'end': 3.4}, {'word': 'chồng', 'start': 3.4, 'end': 3.7}, {'word': 'hộp', 'start': 3.7, 'end': 3.8}, {'word': 'em', 'start': 3.8, 'end': 4.3}, {'word': 'bé', 'start': 4.3, 'end': 4.4}, {'word': 'màu', 'start': 4.4, 'end': 4.7}, {'word': 'cam', 'start': 4.7, 'end': 4.9}, {'word': 'này', 'start': 4.9, 'end': 5.2}, {'word': 'gây', 'start': 5.2, 'end': 5.5}, {'word': 'sốt', 'start': 5.5, 'end': 5.6}, {'word': 'với', 'start': 5.6, 'end': 5.8}, {'word': 'cách', 'start': 5.8, 'end': 6.0}, {'word': 'bán', 'start': 6.0, 'end': 6.3}, {'word': 'sản', 'start': 6.3, 'end': 6.4}, {'word': 'phẩm', 'start': 6.4, 'end': 6.6}, {'word': 'thần', 'start': 6.6, 'end': 7.0}, {'word': 'tốc', 'start': 7.0, 'end': 7.2}, {'word': 'trong', 'start': 7.2, 'end': 7.6}, {'word': 'chớp', 'start': 7.6, 'end': 7.7}, {'word': 'mắt', 'start': 7.7, 'end': 7.8}]",
Sample_405,latest_short,2.22,1.88,0.846,0.455,Rồi tương tự như vầy Phượng sẽ cắt cho đến hết.,bài tương tự như vậy vẫn xa cách cho đến hết,rồi tương tự như vầy phượng sẽ cắt cho đến hết,bài tương tự như vậy vẫn xa cách cho đến hết,"[{'word': 'bài', 'start': 0.0, 'end': 0.6}, {'word': 'tương', 'start': 0.6, 'end': 0.7}, {'word': 'tự', 'start': 0.7, 'end': 0.9}, {'word': 'như', 'start': 0.9, 'end': 1.0}, {'word': 'vậy', 'start': 1.0, 'end': 1.1}, {'word': 'vẫn', 'start': 1.1, 'end': 1.4}, {'word': 'xa', 'start': 1.4, 'end': 1.5}, {'word': 'cách', 'start': 1.5, 'end': 1.6}, {'word': 'cho', 'start': 1.6, 'end': 1.8}, {'word': 'đến', 'start': 1.8, 'end': 1.9}, {'word': 'hết', 'start': 1.9, 'end': 2.0}]",
Sample_406,latest_short,8.45,4.98,0.59,0.464,"Sở Cảnh sát Tô Châu tuyên bố kết thúc vụ án với nhận định rằng Nhạm Kiều đã say rượu và trượt chân ngã xuống đất, tử vong.",sở cảnh sát Tô Châu Tuyên bố kết thúc vụ án với nhận định rằng,sở cảnh sát tô châu tuyên bố kết thúc vụ án với nhận định rằng nhạm kiều đã say rượu và trượt chân ngã xuống đất tử vong,sở cảnh sát tô châu tuyên bố kết thúc vụ án với nhận định rằng,"[{'word': 'sở', 'start': 0.0, 'end': 0.8}, {'word': 'cảnh', 'start': 0.8, 'end': 1.0}, {'word': 'sát', 'start': 1.0, 'end': 1.1}, {'word': 'Tô', 'start': 1.1, 'end': 1.4}, {'word': 'Châu', 'start': 1.4, 'end': 1.5}, {'word': 'Tuyên', 'start': 1.5, 'end': 1.9}, {'word': 'bố', 'start': 1.9, 'end': 2.2}, {'word': 'kết', 'start': 2.2, 'end': 2.5}, {'word': 'thúc', 'start': 2.5, 'end': 2.6}, {'word': 'vụ', 'start': 2.6, 'end': 2.8}, {'word': 'án', 'start': 2.8, 'end': 2.9}, {'word': 'với', 'start': 2.9, 'end': 3.4}, {'word': 'nhận', 'start': 3.4, 'end': 3.7}, {'word': 'định', 'start': 3.7, 'end': 3.8}, {'word': 'rằng', 'start': 3.8, 'end': 4.0}]",
Sample_407,latest_short,2.22,1.8,0.811,0.1,Đó không phải là một câu hỏi vô căn cứ.,đó không phải là một câu hỏi vua căn cứ,đó không phải là một câu hỏi vô căn cứ,đó không phải là một câu hỏi vua căn cứ,"[{'word': 'đó', 'start': 0.0, 'end': 0.6}, {'word': 'không', 'start': 0.6, 'end': 0.7}, {'word': 'phải', 'start': 0.7, 'end': 0.9}, {'word': 'là', 'start': 0.9, 'end': 1.0}, {'word': 'một', 'start': 1.0, 'end': 1.1}, {'word': 'câu', 'start': 1.1, 'end': 1.3}, {'word': 'hỏi', 'start': 1.3, 'end': 1.4}, {'word': 'vua', 'start': 1.4, 'end': 1.8}, {'word': 'căn', 'start': 1.8, 'end': 1.9}, {'word': 'cứ', 'start': 1.9, 'end': 2.0}]",
Sample_408,latest_short,2.73,2.09,0.764,0.0,Bởi vì hiện tại tôi gần như không sống nổi như thế này.,bởi vì hiện tại tôi gần như không sống nổi như thế này,bởi vì hiện tại tôi gần như không sống nổi như thế này,bởi vì hiện tại tôi gần như không sống nổi như thế này,"[{'word': 'bởi', 'start': 0.0, 'end': 0.5}, {'word': 'vì', 'start': 0.5, 'end': 0.7}, {'word': 'hiện', 'start': 0.7, 'end': 0.8}, {'word': 'tại', 'start': 0.8, 'end': 0.9}, {'word': 'tôi', 'start': 0.9, 'end': 1.1}, {'word': 'gần', 'start': 1.1, 'end': 1.3}, {'word': 'như', 'start': 1.3, 'end': 1.5}, {'word': 'không', 'start': 1.5, 'end': 1.8}, {'word': 'sống', 'start': 1.8, 'end': 2.0}, {'word': 'nổi', 'start': 2.0, 'end': 2.2}, {'word': 'như', 'start': 2.2, 'end': 2.3}, {'word': 'thế', 'start': 2.3, 'end': 2.4}, {'word': 'này', 'start': 2.4, 'end': 2.5}]",
Sample_409,latest_short,7.77,4.95,0.637,0.051,"Trực thăng cảnh sát là phương tiện duy nhất trong game mà mỗi khi phá hủy, anh em sẽ nhận được thêm tiền, cụ thể là 250 đô cho mỗi lần Tommy bắn rơi được một chiếc trực thăng.",trực thăng cảnh sát là phương tiện duy nhất trong game ở mỗi khi phá hủy anh em sẽ nhận được thêm tiền cụ thể là 250 đô cho mỗi lần Tony bắn rơi được một chiếc trực thăng,trực thăng cảnh sát là phương tiện duy nhất trong game mà mỗi khi phá hủy anh em sẽ nhận được thêm tiền cụ thể là 250 đô cho mỗi lần tommy bắn rơi được một chiếc trực thăng,trực thăng cảnh sát là phương tiện duy nhất trong game ở mỗi khi phá hủy anh em sẽ nhận được thêm tiền cụ thể là 250 đô cho mỗi lần tony bắn rơi được một chiếc trực thăng,"[{'word': 'trực', 'start': 0.0, 'end': 0.5}, {'word': 'thăng', 'start': 0.5, 'end': 0.7}, {'word': 'cảnh', 'start': 0.7, 'end': 0.8}, {'word': 'sát', 'start': 0.8, 'end': 0.9}, {'word': 'là', 'start': 0.9, 'end': 1.1}, {'word': 'phương', 'start': 1.1, 'end': 1.2}, {'word': 'tiện', 'start': 1.2, 'end': 1.3}, {'word': 'duy', 'start': 1.3, 'end': 1.5}, {'word': 'nhất', 'start': 1.5, 'end': 1.6}, {'word': 'trong', 'start': 1.6, 'end': 1.9}, {'word': 'game', 'start': 1.9, 'end': 2.0}, {'word': 'ở', 'start': 2.0, 'end': 2.2}, {'word': 'mỗi', 'start': 2.2, 'end': 2.3}, {'word': 'khi', 'start': 2.3, 'end': 2.5}, {'word': 'phá', 'start': 2.5, 'end': 2.6}, {'word': 'hủy', 'start': 2.6, 'end': 2.7}, {'word': 'anh', 'start': 2.7, 'end': 3.2}, {'word': 'em', 'start': 3.2, 'end': 3.3}, {'word': 'sẽ', 'start': 3.3, 'end': 3.5}, {'word': 'nhận', 'start': 3.5, 'end': 3.6}, {'word': 'được', 'start': 3.6, 'end': 3.7}, {'word': 'thêm', 'start': 3.7, 'end': 3.9}, {'word': 'tiền', 'start': 3.9, 'end': 4.0}, {'word': 'cụ', 'start': 4.0, 'end': 4.6}, {'word': 'thể', 'start': 4.6, 'end': 4.7}, {'word': 'là', 'start': 4.7, 'end': 4.9}, {'word': '250', 'start': 4.9, 'end': 5.5}, {'word': 'đô', 'start': 5.5, 'end': 5.6}, {'word': 'cho', 'start': 5.6, 'end': 6.0}, {'word': 'mỗi', 'start': 6.0, 'end': 6.2}, {'word': 'lần', 'start': 6.2, 'end': 6.3}, {'word': 'Tony', 'start': 6.3, 'end': 6.6}, {'word': 'bắn', 'start': 6.6, 'end': 6.8}, {'word': 'rơi', 'start': 6.8, 'end': 6.9}, {'word': 'được', 'start': 6.9, 'end': 7.1}, {'word': 'một', 'start': 7.1, 'end': 7.2}, {'word': 'chiếc', 'start': 7.2, 'end': 7.4}, {'word': 'trực', 'start': 7.4, 'end': 7.5}, {'word': 'thăng', 'start': 7.5, 'end': 7.6}]",
Sample_410,latest_short,5.03,3.28,0.651,0.0,Chuyện gì sẽ xảy ra nếu những cạm bẫy của cậu bé Kevin trong Ở Nhà Một Mình bước ra ngoài đời thật?,chuyện gì sẽ xảy ra nếu những cạm bẫy của cậu bé kevin trong ở nhà một mình bước ra ngoài đời thật,chuyện gì sẽ xảy ra nếu những cạm bẫy của cậu bé kevin trong ở nhà một mình bước ra ngoài đời thật,chuyện gì sẽ xảy ra nếu những cạm bẫy của cậu bé kevin trong ở nhà một mình bước ra ngoài đời thật,"[{'word': 'chuyện', 'start': 0.0, 'end': 0.6}, {'word': 'gì', 'start': 0.6, 'end': 0.8}, {'word': 'sẽ', 'start': 0.8, 'end': 1.0}, {'word': 'xảy', 'start': 1.0, 'end': 1.3}, {'word': 'ra', 'start': 1.3, 'end': 1.6}, {'word': 'nếu', 'start': 1.6, 'end': 1.8}, {'word': 'những', 'start': 1.8, 'end': 1.9}, {'word': 'cạm', 'start': 1.9, 'end': 2.1}, {'word': 'bẫy', 'start': 2.1, 'end': 2.3}, {'word': 'của', 'start': 2.3, 'end': 2.5}, {'word': 'cậu', 'start': 2.5, 'end': 2.7}, {'word': 'bé', 'start': 2.7, 'end': 2.8}, {'word': 'kevin', 'start': 2.8, 'end': 3.1}, {'word': 'trong', 'start': 3.1, 'end': 3.3}, {'word': 'ở', 'start': 3.3, 'end': 3.6}, {'word': 'nhà', 'start': 3.6, 'end': 3.7}, {'word': 'một', 'start': 3.7, 'end': 3.9}, {'word': 'mình', 'start': 3.9, 'end': 4.0}, {'word': 'bước', 'start': 4.0, 'end': 4.4}, {'word': 'ra', 'start': 4.4, 'end': 4.6}, {'word': 'ngoài', 'start': 4.6, 'end': 4.7}, {'word': 'đời', 'start': 4.7, 'end': 4.9}, {'word': 'thật', 'start': 4.9, 'end': 4.9}]",
